,name,node_name,Edges Connected to cwe,Number of Edges Connected to cwe,Number of Edges Connected to cve,Edges Connected to cve,Edges Connected to tactic,Number of Edges Connected to tactic,Edges Connected to technique,Number of Edges Connected to technique,Edges Connected to capec,Number of Edges Connected to capec,Edges Connected to cpe,Number of Edges Connected to cpe,metadata,original_id
192,Escaping a Sandbox by Calling Signed Code in Another Language,capec_00615,{'cwe_00349'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},237
193,Filter Failure through Buffer Overflow,capec_00616,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00361', 'cwe_00356', 'cwe_00355'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},24
194,Resource Injection,capec_00617,{'cwe_00358'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},240
195,Code Injection,capec_00618,{'cwe_00619'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},242
196,XSS Targeting HTML Attributes,capec_00620,{'cwe_00621'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},243
197,XSS Targeting URI Placeholders,capec_00622,{'cwe_00621'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},244
198,XSS Using Doubled Characters,capec_00623,{'cwe_00624'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},245
199,XSS Using Invalid Characters,capec_00625,{'cwe_00626'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},247
200,Command Injection,capec_00627,{'cwe_00460'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},248
201,Forced Deadlock,capec_00628,"{'cwe_00631', 'cwe_00633', 'cwe_00630', 'cwe_00629', 'cwe_00632'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},25
202,XML Injection,capec_00634,"{'cwe_00370', 'cwe_00357', 'cwe_00359', 'cwe_00636', 'cwe_00635'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},250
203,Local Code Inclusion,capec_00637,{'cwe_00529'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},251
204,PHP Local File Inclusion,capec_00638,{'cwe_00529'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},252
205,Remote Code Inclusion,capec_00639,{'cwe_00529'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},253
206,SOAP Array Overflow,capec_00640,{'cwe_00366'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},256
207,Leveraging Race Conditions,capec_00641,"{'cwe_00631', 'cwe_00633', 'cwe_00647', 'cwe_00644', 'cwe_00648', 'cwe_00646', 'cwe_00645', 'cwe_00642', 'cwe_00643'}",9,0,set(),set(),0,set(),0,set(),0,set(),0,{},26
208,Fuzzing for garnering other adjacent user/sensitive data,capec_00649,{'cwe_00359'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},261
209,Force Use of Corrupted Files,capec_00650,{'cwe_00529'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},263
210,Audit Log Manipulation,capec_00652,{'cwe_00653'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},268
211,Leveraging Race Conditions via Symbolic Links,capec_00654,"{'cwe_00656', 'cwe_00631', 'cwe_00655', 'cwe_00633', 'cwe_00647'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},27
212,Schema Poisoning,capec_00657,{'cwe_00449'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},271
213,Protocol Manipulation,capec_00658,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},272
214,HTTP Response Smuggling,capec_00659,"{'cwe_00384', 'cwe_00357'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},273
215,HTTP Verb Tampering,capec_00660,"{'cwe_00354', 'cwe_00661'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},274
216,DNS Rebinding,capec_00662,{'cwe_00475'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},275
217,Inter-component Protocol Manipulation,capec_00663,{'cwe_00636'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},276
218,Data Interchange Protocol Manipulation,capec_00664,{'cwe_00636'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},277
219,Web Services Protocol Manipulation,capec_00665,{'cwe_00636'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},278
220,SOAP Manipulation,capec_00666,{'cwe_00636'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},279
221,Fuzzing,capec_00667,"{'cwe_00359', 'cwe_00588', 'cwe_00357'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},28
222,ICMP Echo Request Ping,capec_00668,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},285
223,TCP SYN Scan,capec_00669,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},287
224,Leveraging Time-of-Check and Time-of-Use (TOCTOU) Race Conditions,capec_00670,"{'cwe_00631', 'cwe_00655', 'cwe_00671', 'cwe_00644', 'cwe_00648', 'cwe_00672', 'cwe_00646', 'cwe_00645', 'cwe_00642'}",9,0,set(),set(),0,set(),0,set(),0,set(),0,{},29
225,Enumerate Mail Exchange (MX) Records,capec_00673,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},290
226,DNS Zone Transfers,capec_00674,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},291
227,Traceroute Route Enumeration,capec_00675,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},293
228,ICMP Address Mask Request,capec_00676,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},294
229,ICMP Information Request,capec_00677,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},296
230,TCP ACK Ping,capec_00678,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},297
231,UDP Ping,capec_00679,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},298
232,TCP SYN Ping,capec_00680,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},299
233,Using Leading 'Ghost' Character Sequences to Bypass Input Filters,capec_00681,"{'cwe_00362', 'cwe_00636', 'cwe_00357', 'cwe_00359', 'cwe_00419', 'cwe_00682', 'cwe_00423', 'cwe_00422', 'cwe_00424', 'cwe_00651', 'cwe_00683', 'cwe_00420', 'cwe_00425'}",13,0,set(),set(),0,set(),0,set(),0,set(),0,{},3
234,Hijacking a Privileged Thread of Execution,capec_00684,{'cwe_00523'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},30
235,TCP Connect Scan,capec_00685,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},301
236,TCP FIN Scan,capec_00686,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},302
237,TCP Xmas Scan,capec_00687,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},303
238,TCP Null Scan,capec_00688,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},304
239,TCP ACK Scan,capec_00689,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},305
240,TCP Window Scan,capec_00690,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},306
241,TCP RPC Scan,capec_00691,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},307
242,UDP Scan,capec_00692,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},308
243,Accessing/Intercepting/Modifying HTTP Cookies,capec_00693,"{'cwe_00359', 'cwe_00481', 'cwe_00584', 'cwe_00694', 'cwe_00604', 'cwe_00582', 'cwe_00696', 'cwe_00695', 'cwe_00510', 'cwe_00557', 'cwe_00354', 'cwe_00502'}",12,0,set(),set(),0,set(),0,set(),0,set(),0,{},31
244,Scanning for Vulnerable Software,capec_00697,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},310
245,Passive OS Fingerprinting,capec_00698,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},313
246,IP ID Sequencing Probe,capec_00699,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},317
247,IP 'ID' Echoed Byte-Order Probe,capec_00700,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},318
248,IP (DF) 'Don't Fragment Bit' Echoing Probe,capec_00701,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},319
249,XSS Through HTTP Query Strings,capec_00702,{'cwe_00534'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},32
250,TCP Timestamp Probe,capec_00703,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},320
251,TCP Sequence Number Probe,capec_00704,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},321
252,TCP (ISN) Greatest Common Divisor Probe,capec_00705,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},322
253,TCP (ISN) Counter Rate Probe,capec_00706,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},323
254,TCP (ISN) Sequence Predictability Probe,capec_00707,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},324
255,TCP Congestion Control Flag (ECN) Probe,capec_00708,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},325
256,TCP Initial Window Size Probe,capec_00709,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},326
257,TCP Options Probe,capec_00710,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},327
258,TCP 'RST' Flag Checksum Probe,capec_00711,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},328
259,ICMP Error Message Quoting Probe,capec_00712,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},329
260,HTTP Request Smuggling,capec_00713,"{'cwe_00636', 'cwe_00385', 'cwe_00384'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},33
261,ICMP Error Message Echoing Integrity Probe,capec_00714,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},330
262,ICMP IP Total Length Field Probe,capec_00715,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},331
263,ICMP IP 'ID' Field Error Message Probe,capec_00716,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},332
264,HTTP Response Splitting,capec_00717,"{'cwe_00362', 'cwe_00370', 'cwe_00357', 'cwe_00694', 'cwe_00636'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},34
265,Leverage Executable Code in Non-Executable Files,capec_00718,"{'cwe_00720', 'cwe_00619', 'cwe_00520', 'cwe_00451', 'cwe_00522', 'cwe_00719', 'cwe_00521', 'cwe_00519', 'cwe_00553', 'cwe_00369', 'cwe_00523'}",11,0,set(),set(),0,set(),0,set(),0,set(),0,{},35
266,Using Unpublished APIs,capec_00721,"{'cwe_00722', 'cwe_00417', 'cwe_00349'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},36
267,Retrieve Embedded Sensitive Data,capec_00723,"{'cwe_00724', 'cwe_00726', 'cwe_00725', 'cwe_00695', 'cwe_00727', 'cwe_00502'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},37
268,Leveraging/Manipulating Configuration File Search Paths,capec_00728,"{'cwe_00730', 'cwe_00729'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},38
269,Harvesting Information via API Event Monitoring,capec_00731,"{'cwe_00375', 'cwe_00732', 'cwe_00510', 'cwe_00502'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},383
270,Application API Message Manipulation via Man-in-the-Middle,capec_00733,"{'cwe_00734', 'cwe_00399', 'cwe_00510', 'cwe_00400', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},384
271,Transaction or Event Tampering via Application API Manipulation,capec_00735,"{'cwe_00734', 'cwe_00399', 'cwe_00510', 'cwe_00400', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},385
272,Application API Navigation Remapping,capec_00736,"{'cwe_00734', 'cwe_00399', 'cwe_00510', 'cwe_00400', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},386
273,Navigation Remapping To Propagate Malicious Content,capec_00737,"{'cwe_00734', 'cwe_00399', 'cwe_00510', 'cwe_00400', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},387
274,Application API Button Hijacking,capec_00738,"{'cwe_00734', 'cwe_00399', 'cwe_00510', 'cwe_00400', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},388
275,Content Spoofing Via Application API Manipulation,capec_00739,{'cwe_00448'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},389
276,Manipulating Opaque Client-based Data Tokens,capec_00740,"{'cwe_00741', 'cwe_00481', 'cwe_00604', 'cwe_00448', 'cwe_00582', 'cwe_00695', 'cwe_00557', 'cwe_00354', 'cwe_00346'}",9,0,set(),set(),0,set(),0,set(),0,set(),0,{},39
277,Bypassing Physical Security,capec_00742,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},390
278,Bypassing Physical Locks,capec_00743,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},391
279,Lock Bumping,capec_00744,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},392
280,Lock Picking,capec_00745,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},393
281,Using a Snap Gun Lock to Force a Lock,capec_00746,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},394
282,Bypassing Electronic Locks and Access Controls,capec_00747,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},395
283,Bypassing Card or Badge-Based Systems,capec_00748,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},396
284,Cloning Magnetic Strip Cards,capec_00749,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},397
285,Magnetic Strip Card Brute Force Attacks,capec_00750,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},398
286,Cloning RFID Cards or Chips,capec_00751,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},399
287,Using Alternative IP Address Encodings,capec_00752,"{'cwe_00419', 'cwe_00753'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},4
288,Manipulating Writeable Terminal Devices,capec_00754,{'cwe_00460'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},40
289,RFID Chip Deactivation or Destruction,capec_00755,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},400
290,Hacking Hardware,capec_00756,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},401
291,Bypassing ATA Password Security,capec_00757,{'cwe_00346'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},402
292,Dumpster Diving,capec_00758,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},406
293,Pretexting,capec_00759,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},407
294,Using Meta-characters in E-mail Headers to Inject Malicious Payloads,capec_00760,"{'cwe_00455', 'cwe_00362', 'cwe_00370', 'cwe_00463'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},41
295,Information Elicitation,capec_00761,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},410
296,Pretexting via Customer Service,capec_00762,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},412
297,Pretexting via Tech Support,capec_00763,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},413
298,Pretexting via Delivery Person,capec_00764,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},414
299,Pretexting via Phone,capec_00765,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},415
300,Manipulate Human Behavior,capec_00766,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},416
301,Influence Perception,capec_00767,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},417
302,Influence Perception of Reciprocation,capec_00768,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},418
303,MIME Conversion,capec_00769,"{'cwe_00359', 'cwe_00353', 'cwe_00356', 'cwe_00357'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},42
304,Influence Perception of Scarcity,capec_00770,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},420
305,Influence Perception of Authority,capec_00771,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},421
306,Influence Perception of Commitment and Consistency,capec_00772,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},422
307,Influence Perception of Liking,capec_00773,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},423
308,Influence Perception of Consensus or Social Proof,capec_00774,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},424
309,Target Influence via Framing,capec_00775,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},425
310,Influence via Incentives,capec_00776,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},426
311,Influence via Psychological Principles,capec_00777,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},427
312,Influence via Modes of Thinking,capec_00778,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},428
313,Target Influence via Eye Cues,capec_00779,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},429
314,Exploiting Multiple Input Interpretation Layers,capec_00780,"{'cwe_00390', 'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00422', 'cwe_00423', 'cwe_00424', 'cwe_00460', 'cwe_00636', 'cwe_00683', 'cwe_00425'}",11,0,set(),set(),0,set(),0,set(),0,set(),0,{},43
315,Target Influence via The Human Buffer Overflow,capec_00781,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},433
316,Target Influence via Interview and Interrogation,capec_00782,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},434
317,Target Influence via Instant Rapport,capec_00783,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},435
318,Overflow Binary Resource File,capec_00784,"{'cwe_00353', 'cwe_00362', 'cwe_00356', 'cwe_00370'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},44
319,Hardware Integrity Attack,capec_00785,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},440
320,Malicious Logic Insertion,capec_00786,{'cwe_00546'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},441
321,Infected Software,capec_00787,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},442
322,Malicious Logic Inserted Into Product Software by Authorized Developer,capec_00788,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},443
323,Development Alteration,capec_00789,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},444
324,Malicious Logic Insertion into Product Software via Configuration Management Manipulation,capec_00790,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},445
325,Malicious Logic Insertion into Product Software via Inclusion of 3rd Party Component Dependency,capec_00791,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},446
326,Design Alteration,capec_00792,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},447
327,Embed Virus into DLL,capec_00793,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},448
328,Buffer Overflow via Symbolic Links,capec_00794,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00356', 'cwe_00354', 'cwe_00355', 'cwe_00346'}",9,0,set(),set(),0,set(),0,set(),0,set(),0,{},45
329,Infected Hardware,capec_00795,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},452
330,Infected Memory,capec_00796,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},456
331,USB Memory Attacks,capec_00797,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},457
332,Flash Memory Attacks,capec_00798,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},458
333,Creating a Rogue Certification Authority Certificate,capec_00799,"{'cwe_00567', 'cwe_00800', 'cwe_00581'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},459
334,Overflow Variables and Tags,capec_00801,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00361', 'cwe_00356', 'cwe_00355'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},46
335,HTTP Parameter Pollution (HPP),capec_00802,"{'cwe_00804', 'cwe_00803', 'cwe_00463'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},460
336,Web Services API Signature Forgery Leveraging Hash Function Extension Weakness,capec_00805,"{'cwe_00581', 'cwe_00806'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},461
337,Cross-Domain Search Timing,capec_00807,"{'cwe_00809', 'cwe_00401', 'cwe_00808'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},462
338,Padding Oracle Crypto Attack,capec_00810,"{'cwe_00811', 'cwe_00587', 'cwe_00814', 'cwe_00812', 'cwe_00479', 'cwe_00813'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},463
339,Evercookie,capec_00815,{'cwe_00816'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},464
340,Transparent Proxy Abuse,capec_00817,{'cwe_00473'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},465
341,Leveraging Active Man in the Middle Attacks to Bypass Same Origin Policy,capec_00818,{'cwe_00414'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},466
342,Cross Site Identification,capec_00819,"{'cwe_00816', 'cwe_00401'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},467
343,Generic Cross-Browser Cross-Domain Theft,capec_00820,"{'cwe_00421', 'cwe_00822', 'cwe_00821', 'cwe_00636'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},468
344,HTTP DoS,capec_00823,"{'cwe_00824', 'cwe_00435'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},469
345,Buffer Overflow via Parameter Expansion,capec_00825,"{'cwe_00364', 'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00356', 'cwe_00826', 'cwe_00355'}",9,0,set(),set(),0,set(),0,set(),0,set(),0,{},47
346,Expanding Control over the Operating System from the Database,capec_00827,"{'cwe_00389', 'cwe_00380'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},470
347,Browser Fingerprinting,capec_00828,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},472
348,Signature Spoof,capec_00829,"{'cwe_00359', 'cwe_00567', 'cwe_00581'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},473
349,Signature Spoofing by Key Theft,capec_00830,{'cwe_00373'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},474
350,Signature Spoofing by Improper Validation,capec_00831,{'cwe_00567'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},475
351,Signature Spoofing by Misrepresentation,capec_00832,{'cwe_00581'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},476
352,Signature Spoofing by Mixing Signed and Unsigned Content,capec_00833,"{'cwe_00375', 'cwe_00502', 'cwe_00349'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},477
353,Passing Local Filenames to Functions That Expect a URL,capec_00834,"{'cwe_00835', 'cwe_00503'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},48
354,Contradictory Destinations in Traffic Routing Schemes,capec_00836,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},481
355,TCP Flood,capec_00837,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},482
356,Signature Spoofing by Key Recreation,capec_00838,"{'cwe_00403', 'cwe_00839'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},485
357,UDP Flood,capec_00840,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},486
358,ICMP Flood,capec_00841,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},487
359,HTTP Flood,capec_00842,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},488
360,SSL Flood,capec_00843,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},489
361,Amplification,capec_00845,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},490
362,XML Quadratic Expansion,capec_00846,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},491
363,Regular Expression Exponential Blowup,capec_00847,{'cwe_00483'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},492
364,SOAP Array Blowup,capec_00848,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},493
365,TCP Fragmentation,capec_00849,"{'cwe_00434', 'cwe_00435'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},494
366,UDP Fragmentation,capec_00850,"{'cwe_00434', 'cwe_00435'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},495
367,ICMP Fragmentation,capec_00851,"{'cwe_00434', 'cwe_00435'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},496
368,Probe iOS Screenshots,capec_00852,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},498
369,Intent Intercept,capec_00853,{'cwe_00854'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},499
370,Blue Boxing,capec_00855,{'cwe_00346'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},5
371,Password Recovery Exploitation,capec_00856,"{'cwe_00373', 'cwe_00857', 'cwe_00858'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},50
372,WebView Injection,capec_00859,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},500
373,Activity Hijack,capec_00860,{'cwe_00861'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},501
374,Intent Spoof,capec_00862,{'cwe_00546'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},502
375,WebView Exposure,capec_00863,{'cwe_00546'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},503
376,Task Impersonation,capec_00864,{'cwe_00378'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},504
377,Scheme Squatting,capec_00865,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},505
378,Tapjacking,capec_00866,{'cwe_00378'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},506
379,Physical Theft,capec_00867,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},507
380,Kerberoasting,capec_00868,{'cwe_00495'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},509
381,Poison Web Service Registry,capec_00869,"{'cwe_00346', 'cwe_00349', 'cwe_00357'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},51
382,SaaS User Request Forgery,capec_00870,{'cwe_00400'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},510
383,Infiltration of Software Development Environment,capec_00871,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},511
384,Hardware Component Substitution During Baselining,capec_00872,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},516
385,Documentation Alteration to Circumvent Dial-down,capec_00873,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},517
386,Documentation Alteration to Produce Under-performing Systems,capec_00874,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},518
387,Documentation Alteration to Cause Errors in System Design,capec_00875,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},519
388,Embedding NULL Bytes,capec_00876,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00877', 'cwe_00419', 'cwe_00423', 'cwe_00636', 'cwe_00420'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},52
