,name,node_name,Edges Connected to cwe,Number of Edges Connected to cwe,Number of Edges Connected to cve,Edges Connected to cve,Edges Connected to tactic,Number of Edges Connected to tactic,Edges Connected to technique,Number of Edges Connected to technique,Edges Connected to capec,Number of Edges Connected to capec,Edges Connected to cpe,Number of Edges Connected to cpe,metadata,original_id
121,Session Fixation,cwe_00557,set(),0,1,{'cve_01160'},set(),0,set(),0,"{'capec_00951', 'capec_00942', 'capec_00556', 'capec_00740', 'capec_00926', 'capec_00580', 'capec_00693'}",7,set(),0,{},384
122,Improper Control of a Resource Through its Lifetime,cwe_00558,set(),0,0,set(),set(),0,set(),0,"{'capec_00951', 'capec_00942', 'capec_00556', 'capec_00580', 'capec_00963'}",5,set(),0,{},664
123,Improper Neutralization of Script in an Error Message Web Page,cwe_00561,set(),0,0,set(),set(),0,set(),0,{'capec_00560'},1,set(),0,{},81
124,Improper Neutralization of Alternate XSS Syntax,cwe_00563,set(),0,0,set(),set(),0,set(),0,{'capec_00562'},1,set(),0,{},87
125,Overly Restrictive Account Lockout Mechanism,cwe_00565,set(),0,0,set(),set(),0,set(),0,{'capec_00564'},1,set(),0,{},645
126,Use of a Broken or Risky Cryptographic Algorithm,cwe_00567,set(),0,4,"{'cve_01481', 'cve_01470', 'cve_01479', 'cve_01471'}",set(),0,set(),0,"{'capec_00566', 'capec_01038', 'capec_00829', 'capec_00949', 'capec_00799', 'capec_00957', 'capec_00831'}",7,set(),0,{},327
127,,cwe_00568,set(),0,0,set(),set(),0,set(),0,"{'capec_00907', 'capec_00986', 'capec_00566', 'capec_00926'}",4,set(),0,{},719
128,Information Exposure Through Caching,cwe_00573,set(),0,0,set(),set(),0,set(),0,{'capec_00572'},1,set(),0,{},524
129,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),cwe_00578,set(),0,24,"{'cve_01059', 'cve_01055', 'cve_01124', 'cve_01212', 'cve_01466', 'cve_01052', 'cve_01220', 'cve_01178', 'cve_01493', 'cve_01442', 'cve_01476', 'cve_01102', 'cve_01227', 'cve_01159', 'cve_01486', 'cve_01197', 'cve_01184', 'cve_01196', 'cve_01203', 'cve_01482', 'cve_01532', 'cve_01477', 'cve_01057', 'cve_01478'}",set(),0,set(),0,"{'capec_00924', 'capec_00975', 'capec_00931', 'capec_01017', 'capec_00577', 'capec_00930'}",6,set(),0,{},79
130,Reliance on File Name or Extension of Externally-Supplied File,cwe_00579,set(),0,0,set(),set(),0,set(),0,{'capec_00577'},1,set(),0,{},646
131,Authentication Bypass by Spoofing,cwe_00581,set(),0,0,set(),set(),0,set(),0,"{'capec_00942', 'capec_00832', 'capec_00829', 'capec_00596', 'capec_00926', 'capec_00805', 'capec_00799', 'capec_00580', 'capec_01032'}",9,set(),0,{},290
132,Information Exposure Through Persistent Cookies,cwe_00582,set(),0,0,set(),set(),0,set(),0,"{'capec_00942', 'capec_00740', 'capec_00926', 'capec_00580', 'capec_00693'}",5,set(),0,{},539
133,J2EE Misconfiguration: Insufficient Session-ID Length,cwe_00583,set(),0,0,set(),set(),0,set(),0,"{'capec_00580', 'capec_00926'}",2,set(),0,{},6
134,External Control of Critical State Data,cwe_00584,set(),0,0,set(),set(),0,set(),0,"{'capec_00580', 'capec_00693'}",2,set(),0,{},642
135,Information Exposure Through an Error Message,cwe_00587,set(),0,0,set(),set(),0,set(),0,"{'capec_00586', 'capec_00589', 'capec_00896', 'capec_00994', 'capec_00810'}",5,set(),0,{},209
136,,cwe_00588,set(),0,0,set(),set(),0,set(),0,"{'capec_00667', 'capec_00586'}",2,set(),0,{},388
137,Inclusion of Sensitive Information in Log Files,cwe_00590,set(),0,0,set(),set(),0,set(),0,{'capec_00589'},1,set(),0,{},532
138,Externally Controlled Reference to a Resource in Another Sphere,cwe_00595,set(),0,0,set(),set(),0,set(),0,{'capec_00594'},1,set(),0,{},610
139,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),cwe_00598,set(),0,0,set(),set(),0,set(),0,"{'capec_00597', 'capec_00947', 'capec_00965'}",3,set(),0,{},757
140,Improper Restriction of XML External Entity Reference,cwe_00600,set(),0,1,{'cve_01463'},set(),0,set(),0,{'capec_00599'},1,set(),0,{},611
141,Reliance on Cookies without Validation and Integrity Checking,cwe_00604,set(),0,0,set(),set(),0,set(),0,"{'capec_00603', 'capec_00740', 'capec_00693'}",3,set(),0,{},565
142,Missing XML Validation,cwe_00609,set(),0,0,set(),set(),0,set(),0,"{'capec_00608', 'capec_00611'}",2,set(),0,{},112
143,Uncontrolled Recursion,cwe_00610,set(),0,0,set(),set(),0,set(),0,"{'capec_00608', 'capec_00611'}",2,set(),0,{},674
144,Improper Control of Generation of Code ('Code Injection'),cwe_00619,set(),0,1,{'cve_01122'},set(),0,set(),0,"{'capec_00718', 'capec_00618', 'capec_01005'}",3,set(),0,{},94
145,Improper Neutralization of Script in Attributes in a Web Page,cwe_00621,set(),0,0,set(),set(),0,set(),0,"{'capec_00620', 'capec_00622', 'capec_00924'}",3,set(),0,{},83
146,Doubled Character XSS Manipulations,cwe_00624,set(),0,0,set(),set(),0,set(),0,{'capec_00623'},1,set(),0,{},85
147,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,cwe_00626,set(),0,0,set(),set(),0,set(),0,"{'capec_00999', 'capec_00625', 'capec_01017'}",3,set(),0,{},86
148,Unrestricted Externally Accessible Lock,cwe_00629,set(),0,0,set(),set(),0,set(),0,{'capec_00628'},1,set(),0,{},412
149,Unsynchronized Access to Shared Data in a Multithreaded Context,cwe_00630,set(),0,0,set(),set(),0,set(),0,{'capec_00628'},1,set(),0,{},567
150,Improper Synchronization,cwe_00631,set(),0,0,set(),set(),0,set(),0,"{'capec_00654', 'capec_00670', 'capec_00641', 'capec_00628'}",4,set(),0,{},662
151,Deadlock,cwe_00632,set(),0,0,set(),set(),0,set(),0,{'capec_00628'},1,set(),0,{},833
152,Improper Locking,cwe_00633,set(),0,0,set(),set(),0,set(),0,"{'capec_00654', 'capec_00641', 'capec_00628'}",3,set(),0,{},667
153,XML Injection (aka Blind XPath Injection),cwe_00635,set(),0,0,set(),set(),0,set(),0,"{'capec_01015', 'capec_00634'}",2,set(),0,{},91
154,Improper Enforcement of Message or Data Structure,cwe_00636,set(),0,0,set(),set(),0,set(),0,"{'capec_00983', 'capec_00780', 'capec_01016', 'capec_01015', 'capec_00713', 'capec_00666', 'capec_00717', 'capec_00681', 'capec_00994', 'capec_00989', 'capec_00885', 'capec_01007', 'capec_00876', 'capec_00665', 'capec_01008', 'capec_00634', 'capec_00663', 'capec_00820', 'capec_00664'}",19,set(),0,{},707
155,Context Switching Race Condition,cwe_00642,set(),0,0,set(),set(),0,set(),0,"{'capec_00670', 'capec_00641'}",2,set(),0,{},368
156,Race Condition Enabling Link Following,cwe_00643,set(),0,0,set(),set(),0,set(),0,{'capec_00641'},1,set(),0,{},363
157,Race Condition within a Thread,cwe_00644,set(),0,0,set(),set(),0,set(),0,"{'capec_00670', 'capec_00641'}",2,set(),0,{},366
158,Missing Check for Certificate Revocation after Initial Check,cwe_00645,set(),0,0,set(),set(),0,set(),0,"{'capec_00670', 'capec_00641'}",2,set(),0,{},370
159,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),cwe_00646,set(),0,1,{'cve_01136'},set(),0,set(),0,"{'capec_00670', 'capec_00641'}",2,set(),0,{},362
160,Permission Race Condition During Resource Copy,cwe_00647,set(),0,0,set(),set(),0,set(),0,"{'capec_00654', 'capec_00641'}",2,set(),0,{},689
161,Improper Initialization,cwe_00648,set(),0,0,set(),set(),0,set(),0,"{'capec_00670', 'capec_00641'}",2,set(),0,{},665
162,Incorrect Behavior Order: Validate Before Canonicalize,cwe_00651,set(),0,0,set(),set(),0,set(),0,"{'capec_00996', 'capec_00291', 'capec_01007', 'capec_01010', 'capec_00681', 'capec_01008'}",6,set(),0,{},180
163,Improper Output Neutralization for Logs,cwe_00653,set(),0,0,set(),set(),0,set(),0,"{'capec_00652', 'capec_00344', 'capec_01011'}",3,set(),0,{},117
164,Time-of-check Time-of-use (TOCTOU) Race Condition,cwe_00655,set(),0,0,set(),set(),0,set(),0,"{'capec_00654', 'capec_00670'}",2,set(),0,{},367
165,UNIX Symbolic Link (Symlink) Following,cwe_00656,set(),0,0,set(),set(),0,set(),0,{'capec_00654'},1,set(),0,{},61
166,Reliance on a Single Factor in a Security Decision,cwe_00661,set(),0,0,set(),set(),0,set(),0,{'capec_00660'},1,set(),0,{},654
167,Insufficient Control Flow Management,cwe_00671,set(),0,0,set(),set(),0,set(),0,{'capec_00670'},1,set(),0,{},691
168,Use of a Non-reentrant Function in a Concurrent Context,cwe_00672,set(),0,0,set(),set(),0,set(),0,{'capec_00670'},1,set(),0,{},663
169,Improper Resolution of Path Equivalence,cwe_00682,set(),0,0,set(),set(),0,set(),0,{'capec_00681'},1,set(),0,{},41
170,Incorrect Behavior Order: Early Validation,cwe_00683,set(),0,0,set(),set(),0,set(),0,"{'capec_00681', 'capec_00996', 'capec_00780'}",3,set(),0,{},179
171,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),cwe_00694,set(),0,0,set(),set(),0,set(),0,"{'capec_00717', 'capec_01017', 'capec_00693'}",3,set(),0,{},113
172,Cleartext Storage of Sensitive Information in a Cookie,cwe_00695,set(),0,0,set(),set(),0,set(),0,"{'capec_00723', 'capec_01000', 'capec_00740', 'capec_00693'}",4,set(),0,{},315
173,,cwe_00696,set(),0,0,set(),set(),0,set(),0,"{'capec_00912', 'capec_01032', 'capec_00693'}",3,set(),0,{},724
174,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),cwe_00719,set(),0,0,set(),set(),0,set(),0,"{'capec_01005', 'capec_00718', 'capec_01017', 'capec_00999', 'capec_01011'}",5,set(),0,{},96
175,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),cwe_00720,set(),0,0,set(),set(),0,set(),0,{'capec_00718'},1,set(),0,{},95
176,Use of Low-Level Functionality,cwe_00722,set(),0,0,set(),set(),0,set(),0,{'capec_00721'},1,set(),0,{},695
177,Information Exposure Through Browser Caching,cwe_00724,set(),0,0,set(),set(),0,set(),0,{'capec_00723'},1,set(),0,{},525
178,Cleartext Storage of Sensitive Information,cwe_00725,set(),0,0,set(),set(),0,set(),0,{'capec_00723'},1,set(),0,{},312
179,Cleartext Storage in the Registry,cwe_00726,set(),0,0,set(),set(),0,set(),0,{'capec_00723'},1,set(),0,{},314
180,Cleartext Storage of Sensitive Information in Executable,cwe_00727,set(),0,0,set(),set(),0,set(),0,"{'capec_00723', 'capec_00986'}",2,set(),0,{},318
181,Untrusted Search Path,cwe_00729,set(),0,0,set(),set(),0,set(),0,{'capec_00728'},1,set(),0,{},426
182,Uncontrolled Search Path Element,cwe_00730,set(),0,0,set(),set(),0,set(),0,"{'capec_00728', 'capec_00301'}",2,set(),0,{},427
183,Unprotected Primary Channel,cwe_00732,set(),0,0,set(),set(),0,set(),0,{'capec_00731'},1,set(),0,{},419
184,Modification of Assumed-Immutable Data (MAID),cwe_00734,set(),0,0,set(),set(),0,set(),0,"{'capec_00738', 'capec_00733', 'capec_00736', 'capec_00737', 'capec_00735'}",5,set(),0,{},471
185,Improper Handling of Parameters,cwe_00741,set(),0,0,set(),set(),0,set(),0,{'capec_00740'},1,set(),0,{},233
186,Reliance on IP Address for Authentication,cwe_00753,set(),0,0,set(),set(),0,set(),0,{'capec_00752'},1,set(),0,{},291
187,Improper Certificate Validation,cwe_00800,set(),0,5,"{'cve_01214', 'cve_01188', 'cve_01179', 'cve_01186', 'cve_01190'}",set(),0,set(),0,{'capec_00799'},1,set(),0,{},295
188,Improper Neutralization of Input Terminators,cwe_00803,set(),0,0,set(),set(),0,set(),0,{'capec_00802'},1,set(),0,{},147
189,Improper Handling of Extra Parameters,cwe_00804,set(),0,0,set(),set(),0,set(),0,{'capec_00802'},1,set(),0,{},235
190,Reversible One-Way Hash,cwe_00806,set(),0,0,set(),set(),0,set(),0,"{'capec_00805', 'capec_00991'}",2,set(),0,{},328
191,Covert Timing Channel,cwe_00808,set(),0,0,set(),set(),0,set(),0,{'capec_00807'},1,set(),0,{},385
192,Information Exposure Through Timing Discrepancy,cwe_00809,set(),0,0,set(),set(),0,set(),0,{'capec_00807'},1,set(),0,{},208
193,Covert Channel,cwe_00811,set(),0,0,set(),set(),0,set(),0,{'capec_00810'},1,set(),0,{},514
194,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,cwe_00812,set(),0,0,set(),set(),0,set(),0,{'capec_00810'},1,set(),0,{},649
195,Improper Verification of Cryptographic Signature,cwe_00813,set(),0,0,set(),set(),0,set(),0,{'capec_00810'},1,set(),0,{},347
196,Incorrect Behavior Order,cwe_00814,set(),0,0,set(),set(),0,set(),0,{'capec_00810'},1,set(),0,{},696
197,Exposure of Private Information ('Privacy Violation'),cwe_00816,set(),0,0,set(),set(),0,set(),0,"{'capec_00815', 'capec_00819'}",2,set(),0,{},359
198,Improper Neutralization of Quoting Syntax,cwe_00821,set(),0,0,set(),set(),0,set(),0,{'capec_00820'},1,set(),0,{},149
199,Inappropriate Encoding for Output Context,cwe_00822,set(),0,0,set(),set(),0,set(),0,{'capec_00820'},1,set(),0,{},838
200,Missing Release of Resource after Effective Lifetime,cwe_00824,set(),0,0,set(),set(),0,set(),0,{'capec_00823'},1,set(),0,{},772
201,Improper Handling of Length Parameter Inconsistency ,cwe_00826,set(),0,0,set(),set(),0,set(),0,{'capec_00825'},1,set(),0,{},130
202,Improper Handling of Unexpected Data Type,cwe_00835,set(),0,0,set(),set(),0,set(),0,{'capec_00834'},1,set(),0,{},241
203,,cwe_00839,set(),0,0,set(),set(),0,set(),0,{'capec_00838'},1,set(),0,{},310
204,Storing Passwords in a Recoverable Format,cwe_00844,set(),0,0,set(),set(),0,set(),0,{'capec_00304'},1,set(),0,{},257
205,Improper Verification of Intent by Broadcast Receiver,cwe_00854,set(),0,0,set(),set(),0,set(),0,{'capec_00853'},1,set(),0,{},925
206,Weak Password Recovery Mechanism for Forgotten Password,cwe_00857,set(),0,0,set(),set(),0,set(),0,{'capec_00856'},1,set(),0,{},640
207,,cwe_00858,set(),0,0,set(),set(),0,set(),0,"{'capec_01024', 'capec_00856'}",2,set(),0,{},718
208,Improper Restriction of Communication Channel to Intended Endpoints,cwe_00861,set(),0,0,set(),set(),0,set(),0,{'capec_00860'},1,set(),0,{},923
209,Improper Neutralization of Null Byte or NUL Character,cwe_00877,set(),0,0,set(),set(),0,set(),0,"{'capec_00876', 'capec_00885'}",2,set(),0,{},158
210,Out-of-bounds Read,cwe_00893,set(),0,11,"{'cve_01126', 'cve_01113', 'cve_01127', 'cve_01162', 'cve_01116', 'cve_01112', 'cve_01128', 'cve_01130', 'cve_01129', 'cve_01118', 'cve_01166'}",set(),0,set(),0,"{'capec_00892', 'capec_00897'}",2,set(),0,{},125
211,Weak Cryptography for Passwords,cwe_00908,set(),0,0,set(),set(),0,set(),0,{'capec_00907'},1,set(),0,{},261
212,Use of Password Hash With Insufficient Computational Effort,cwe_00909,set(),0,0,set(),set(),0,set(),0,{'capec_00907'},1,set(),0,{},916
213,Privilege Defined With Unsafe Actions,cwe_00914,set(),0,0,set(),set(),0,set(),0,"{'capec_00341', 'capec_00913', 'capec_00336', 'capec_00331', 'capec_00332'}",5,set(),0,{},267
214,Deserialization of Untrusted Data,cwe_00922,set(),0,1,{'cve_01142'},set(),0,set(),0,{'capec_00921'},1,set(),0,{},502
215,Insufficient Entropy,cwe_00927,set(),0,0,set(),set(),0,set(),0,{'capec_00926'},1,set(),0,{},331
216,Exposure of Data Element to Wrong Session,cwe_00928,set(),0,0,set(),set(),0,set(),0,"{'capec_00942', 'capec_00926'}",2,set(),0,{},488
217,Improper Verification of Source of a Communication Channel,cwe_00934,set(),0,0,set(),set(),0,set(),0,"{'capec_00936', 'capec_00933', 'capec_00935'}",3,set(),0,{},940
218,Absolute Path Traversal,cwe_00938,set(),0,0,set(),set(),0,set(),0,{'capec_00937'},1,set(),0,{},36
219,,cwe_00952,set(),0,0,set(),set(),0,set(),0,{'capec_00951'},1,set(),0,{},361
220,,cwe_00964,set(),0,0,set(),set(),0,set(),0,{'capec_00963'},1,set(),0,{},716
221,Improper Neutralization of Trailing Special Elements,cwe_00980,set(),0,0,set(),set(),0,set(),0,{'capec_00979'},1,set(),0,{},162
222,Path Equivalence: 'filename ' (Trailing Space),cwe_00985,set(),0,0,set(),set(),0,set(),0,{'capec_00342'},1,set(),0,{},46
223,Command Shell in Externally Accessible Directory,cwe_00987,set(),0,0,set(),set(),0,set(),0,{'capec_00343'},1,set(),0,{},553
224,Missing Required Cryptographic Step,cwe_00992,set(),0,0,set(),set(),0,set(),0,{'capec_00991'},1,set(),0,{},325
225,Improper Handling of Unicode Encoding,cwe_00997,set(),0,0,set(),set(),0,set(),0,{'capec_00996'},1,set(),0,{},176
226,,cwe_01001,set(),0,0,set(),set(),0,set(),0,{'capec_01000'},1,set(),0,{},371
227,,cwe_01004,set(),0,0,set(),set(),0,set(),0,{'capec_01003'},1,set(),0,{},715
228,PHP External Variable Modification,cwe_01006,set(),0,0,set(),set(),0,set(),0,{'capec_01005'},1,set(),0,{},473
229,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),cwe_01012,set(),0,0,set(),set(),0,set(),0,"{'capec_01011', 'capec_00344'}",2,set(),0,{},75
230,Information Loss or Omission,cwe_01013,set(),0,0,set(),set(),0,set(),0,{'capec_01011'},1,set(),0,{},221
231,Incorrect Execution-Assigned Permissions,cwe_01014,set(),0,0,set(),set(),0,set(),0,{'capec_01011'},1,set(),0,{},279
232,,cwe_01018,set(),0,0,set(),set(),0,set(),0,{'capec_01017'},1,set(),0,{},712
233,Reflection Attack in an Authentication Protocol,cwe_01025,set(),0,0,set(),set(),0,set(),0,{'capec_01024'},1,set(),0,{},301
234,Incorrect Implementation of Authentication Algorithm,cwe_01026,set(),0,0,set(),set(),0,set(),0,{'capec_01024'},1,set(),0,{},303
235,Integer Overflow or Wraparound,cwe_01028,set(),0,3,"{'cve_01115', 'cve_01114', 'cve_01074'}",set(),0,set(),0,{'capec_01027'},1,set(),0,{},190
236,Wrap-around Error,cwe_01029,set(),0,0,set(),set(),0,set(),0,{'capec_01027'},1,set(),0,{},128
237,Heap-based Buffer Overflow,cwe_01030,set(),0,0,set(),set(),0,set(),0,{'capec_01027'},1,set(),0,{},122
238,Unsigned to Signed Conversion Error,cwe_01031,set(),0,0,set(),set(),0,set(),0,{'capec_01027'},1,set(),0,{},196
239,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,cwe_01033,set(),0,0,set(),set(),0,set(),0,{'capec_01032'},1,set(),0,{},593
240,File and Directory Information Exposure,cwe_01035,set(),0,0,set(),set(),0,set(),0,{'capec_01034'},1,set(),0,{},538
241,Call to Non-ubiquitous API,cwe_01037,set(),0,0,set(),set(),0,set(),0,{'capec_01036'},1,set(),0,{},589
242,Server-Side Request Forgery (SSRF),cwe_01051,set(),0,1,{'cve_01050'},set(),0,set(),0,set(),0,set(),0,{},918
243,NULL Pointer Dereference,cwe_01078,set(),0,6,"{'cve_01202', 'cve_01084', 'cve_01090', 'cve_01218', 'cve_01076', 'cve_01219'}",set(),0,set(),0,set(),0,set(),0,{},476
244,URL Redirection to Untrusted Site ('Open Redirect'),cwe_01108,set(),0,2,"{'cve_01106', 'cve_01183'}",set(),0,set(),0,set(),0,set(),0,{},601
245,Double Free,cwe_01111,set(),0,1,{'cve_01109'},set(),0,set(),0,set(),0,set(),0,{},415
246,Out-of-bounds Write,cwe_01165,set(),0,1,{'cve_01164'},set(),0,set(),0,set(),0,set(),0,{},787
247,Reachable Assertion,cwe_01194,set(),0,1,{'cve_01192'},set(),0,set(),0,set(),0,set(),0,{},617
248,Use After Free,cwe_01200,set(),0,1,{'cve_01198'},set(),0,set(),0,set(),0,set(),0,{},416
249,Incorrect Authorization,cwe_01446,set(),0,2,"{'cve_01445', 'cve_01468'}",set(),0,set(),0,set(),0,set(),0,{},863
250,Insecure Storage of Sensitive Information,cwe_01531,set(),0,1,{'cve_01528'},set(),0,set(),0,set(),0,set(),0,{},922
